aoi_id,region_name,year,latitude,longitude,built_up_area_sqkm,population_density,growth_velocity_pct,infrastructure_index,capital_investment_m_usd,land_use_type,confidence_score,is_synthetic,scenario
BNG-CEN-NODE-02,Bengaluru Central Zone 2,2011,12.967671086964627,77.63288940148504,22.87,985.46,4.1,0.52,32.22,RESIDENTIAL,0.98,True,LOCAL_DENSE
BNG-CEN-NODE-02,Bengaluru Central Zone 2,2012,12.968267931024343,77.63326063912248,35.26,1068.63,54.19,0.84,51.74,COMMERCIAL,0.94,True,LOCAL_DENSE
BNG-CEN-NODE-02,Bengaluru Central Zone 2,2013,12.968429467320842,77.63374737298716,19.56,956.61,-44.51,0.41,27.15,RESIDENTIAL,0.99,True,LOCAL_DENSE
BNG-CEN-NODE-02,Bengaluru Central Zone 2,2014,12.968391853731703,77.63464237710488,31.55,1047.97,61.3,0.75,45.85,COMMERCIAL,0.99,True,LOCAL_DENSE
BNG-CEN-NODE-02,Bengaluru Central Zone 2,2015,12.967991966956514,77.63443601734247,38.36,1087.14,21.56,0.9,56.77,COMMERCIAL,0.92,True,LOCAL_DENSE
BNG-CEN-NODE-02,Bengaluru Central Zone 2,2016,12.968394695205564,77.63347209170023,25.48,1006.91,-33.58,0.6,36.28,COMMERCIAL,0.91,True,LOCAL_DENSE
BNG-CEN-NODE-02,Bengaluru Central Zone 2,2017,12.967670298501517,77.63370184118014,36.48,1077.98,43.2,0.86,53.77,COMMERCIAL,0.93,True,LOCAL_DENSE
BNG-CEN-NODE-02,Bengaluru Central Zone 2,2018,12.967908289915712,77.63390027089899,50.62,1146.01,38.75,1.0,76.93,COMMERCIAL,0.94,True,LOCAL_DENSE
BNG-CEN-NODE-02,Bengaluru Central Zone 2,2019,12.968366143150595,77.63304869699589,21.79,977.24,-56.96,0.48,30.57,RESIDENTIAL,0.94,True,LOCAL_DENSE
BNG-CEN-NODE-02,Bengaluru Central Zone 2,2020,12.969114456764007,77.63454114778396,27.75,1024.15,27.38,0.66,39.86,COMMERCIAL,0.96,True,LOCAL_DENSE
BNG-CEN-NODE-02,Bengaluru Central Zone 2,2021,12.968676979796841,77.63287946437958,56.04,1169.52,101.91,1.0,86.03,COMMERCIAL,0.96,True,LOCAL_DENSE
BNG-CEN-NODE-02,Bengaluru Central Zone 2,2022,12.96894313042431,77.63369818122082,25.88,1010.67,-53.81,0.61,36.93,COMMERCIAL,0.97,True,LOCAL_DENSE
BNG-CEN-NODE-02,Bengaluru Central Zone 2,2023,12.96814698352513,77.63270412321647,38.88,1092.79,50.21,0.9,57.68,COMMERCIAL,0.94,True,LOCAL_DENSE
BNG-CEN-NODE-03,Bengaluru Central Zone 3,2000,12.97104868902505,77.63127486847047,7.36,1071.9,0.0,0.2,11.89,COMMERCIAL,0.9,True,LOCAL_DENSE
BNG-CEN-NODE-03,Bengaluru Central Zone 3,2001,12.972344360668458,77.63135714048458,7.66,1080.26,4.06,0.23,12.42,COMMERCIAL,0.99,True,LOCAL_DENSE
BNG-CEN-NODE-03,Bengaluru Central Zone 3,2002,12.972280358117215,77.630498695082,7.83,1085.08,2.27,0.25,12.73,COMMERCIAL,0.96,True,LOCAL_DENSE
BNG-CEN-NODE-03,Bengaluru Central Zone 3,2003,12.971337977605993,77.63178850041582,8.85,1110.75,13.02,0.34,14.56,COMMERCIAL,0.99,True,LOCAL_DENSE
BNG-CEN-NODE-03,Bengaluru Central Zone 3,2004,12.972669746385863,77.63122914796718,7.75,1082.85,-12.49,0.24,12.58,COMMERCIAL,0.99,True,LOCAL_DENSE
BNG-CEN-NODE-03,Bengaluru Central Zone 3,2005,12.97129432515873,77.63058550374707,9.58,1128.19,23.72,0.39,15.89,COMMERCIAL,0.92,True,LOCAL_DENSE
BNG-CEN-NODE-03,Bengaluru Central Zone 3,2006,12.97151585226549,77.63091387828666,10.71,1152.31,11.78,0.48,17.95,COMMERCIAL,0.93,True,LOCAL_DENSE
BNG-CEN-NODE-03,Bengaluru Central Zone 3,2007,12.970883429423338,77.63157213611268,8.14,1093.46,-24.04,0.27,13.28,COMMERCIAL,0.91,True,LOCAL_DENSE
BNG-CEN-NODE-03,Bengaluru Central Zone 3,2008,12.972092996709257,77.63136057638184,11.62,1170.77,42.75,0.53,19.62,COMMERCIAL,0.95,True,LOCAL_DENSE
BNG-CEN-NODE-03,Bengaluru Central Zone 3,2009,12.971294309088952,77.63129148414883,9.26,1121.53,-20.27,0.37,15.31,COMMERCIAL,0.94,True,LOCAL_DENSE
BNG-CEN-NODE-03,Bengaluru Central Zone 3,2010,12.972067463387749,77.63166125620062,42.75,1472.51,361.53,1.0,81.05,COMMERCIAL,0.91,True,LOCAL_DENSE
BNG-CEN-NODE-03,Bengaluru Central Zone 3,2011,12.97249795256697,77.63068250634873,10.54,1150.15,-75.34,0.46,17.64,COMMERCIAL,0.98,True,LOCAL_DENSE
BNG-CEN-NODE-03,Bengaluru Central Zone 3,2012,12.972767854234519,77.62998720738658,18.2,1274.6,72.7,0.86,32.08,COMMERCIAL,0.98,True,LOCAL_DENSE
BNG-CEN-NODE-03,Bengaluru Central Zone 3,2013,12.972519630562315,77.63147471984523,10.98,1159.57,-39.66,0.49,18.46,COMMERCIAL,0.98,True,LOCAL_DENSE
BNG-CEN-NODE-03,Bengaluru Central Zone 3,2014,12.97240413503917,77.63030751954541,24.44,1346.65,122.54,1.0,44.29,COMMERCIAL,0.91,True,LOCAL_DENSE
BNG-CEN-NODE-03,Bengaluru Central Zone 3,2015,12.971614692971801,77.6316110562563,16.78,1257.25,-31.36,0.8,29.36,COMMERCIAL,0.94,True,LOCAL_DENSE
BNG-CEN-NODE-03,Bengaluru Central Zone 3,2016,12.972044897542125,77.63174890046014,11.33,1166.81,-32.49,0.51,19.09,COMMERCIAL,0.94,True,LOCAL_DENSE
BNG-CEN-NODE-03,Bengaluru Central Zone 3,2017,12.971498637918495,77.63017556679596,18.09,1276.02,59.74,0.85,31.9,COMMERCIAL,0.93,True,LOCAL_DENSE
BNG-CEN-NODE-03,Bengaluru Central Zone 3,2018,12.972203248050931,77.63043006286796,16.07,1248.05,-11.2,0.76,28.01,COMMERCIAL,0.99,True,LOCAL_DENSE
BNG-CEN-NODE-03,Bengaluru Central Zone 3,2019,12.971107933939885,77.63098485254464,19.51,1295.01,21.42,0.9,34.65,COMMERCIAL,0.94,True,LOCAL_DENSE
BNG-CEN-NODE-03,Bengaluru Central Zone 3,2020,12.972013524833475,77.63171945918724,30.92,1411.36,58.52,1.0,57.35,COMMERCIAL,0.97,True,LOCAL_DENSE
BNG-CEN-NODE-03,Bengaluru Central Zone 3,2021,12.97196766224429,77.62998581981793,10.05,1140.14,-67.5,0.42,16.74,COMMERCIAL,0.94,True,LOCAL_DENSE
BNG-CEN-NODE-03,Bengaluru Central Zone 3,2022,12.972111682569698,77.63171424394834,19.59,1297.0,94.91,0.9,34.81,COMMERCIAL,0.91,True,LOCAL_DENSE
BNG-CEN-NODE-03,Bengaluru Central Zone 3,2023,12.972768611833882,77.63058974752752,22.78,1334.98,16.33,1.0,41.09,COMMERCIAL,0.99,True,LOCAL_DENSE
BNG-CEN-NODE-04,Bengaluru Central Zone 4,2000,12.965093733358117,77.5600204136219,7.32,1900.01,0.0,0.1,30.98,COMMERCIAL,0.9,True,LOCAL_DENSE
BNG-CEN-NODE-04,Bengaluru Central Zone 4,2001,12.965913590738934,77.55898609454893,7.75,1920.82,5.79,0.14,32.95,COMMERCIAL,0.93,True,LOCAL_DENSE
BNG-CEN-NODE-04,Bengaluru Central Zone 4,2002,12.965763374398191,77.5586520562262,8.4,1951.0,8.5,0.2,36.03,COMMERCIAL,0.98,True,LOCAL_DENSE
BNG-CEN-NODE-04,Bengaluru Central Zone 4,2003,12.96595288872484,77.55952903552766,12.8,2100.38,52.31,0.53,56.97,SUBURBAN,0.95,True,LOCAL_DENSE
BNG-CEN-NODE-04,Bengaluru Central Zone 4,2004,12.964908844449308,77.56002405918294,9.22,1986.76,-27.94,0.27,39.91,COMMERCIAL,0.94,True,LOCAL_DENSE
BNG-CEN-NODE-04,Bengaluru Central Zone 4,2005,12.965917602247014,77.55983639186803,10.45,2034.15,13.29,0.36,45.75,SUBURBAN,0.94,True,LOCAL_DENSE
BNG-CEN-NODE-04,Bengaluru Central Zone 4,2006,12.965716794312502,77.55892598001356,10.07,2021.27,-3.59,0.33,43.97,SUBURBAN,0.91,True,LOCAL_DENSE
BNG-CEN-NODE-04,Bengaluru Central Zone 4,2007,12.96558627096252,77.55862224961602,10.23,2027.88,1.59,0.34,44.74,SUBURBAN,0.96,True,LOCAL_DENSE
BNG-CEN-NODE-04,Bengaluru Central Zone 4,2008,12.964721606719252,77.55927020438158,8.01,1934.12,-21.77,0.16,34.18,COMMERCIAL,0.98,True,LOCAL_DENSE
BNG-CEN-NODE-04,Bengaluru Central Zone 4,2009,12.964949239158907,77.55968310015655,11.47,2072.97,43.21,0.42,50.69,SUBURBAN,0.97,True,LOCAL_DENSE
BNG-CEN-NODE-04,Bengaluru Central Zone 4,2010,12.965283342999406,77.55977391230367,10.77,2048.85,-6.09,0.38,47.32,SUBURBAN,0.9,True,LOCAL_DENSE
BNG-CEN-NODE-04,Bengaluru Central Zone 4,2011,12.965633855015009,77.55957517502267,11.7,2081.79,8.62,0.44,51.81,SUBURBAN,0.91,True,LOCAL_DENSE
BNG-CEN-NODE-04,Bengaluru Central Zone 4,2012,12.965887382187567,77.55994108196886,8.61,1961.93,-26.43,0.21,37.0,COMMERCIAL,0.92,True,LOCAL_DENSE
BNG-CEN-NODE-04,Bengaluru Central Zone 4,2013,12.964469902482417,77.55905285663434,12.5,2109.23,45.3,0.48,55.75,SUBURBAN,0.94,True,LOCAL_DENSE
BNG-CEN-NODE-04,Bengaluru Central Zone 4,2014,12.965602799342944,77.55903511783359,18.66,2274.31,49.21,0.78,86.39,SUBURBAN,0.98,True,LOCAL_DENSE
BNG-CEN-NODE-04,Bengaluru Central Zone 4,2015,12.965906183131546,77.5597836946087,10.44,2037.62,-44.06,0.35,45.73,SUBURBAN,0.93,True,LOCAL_DENSE
BNG-CEN-NODE-04,Bengaluru Central Zone 4,2016,12.964190683352044,77.55960198699555,8.85,1973.03,-15.18,0.23,38.17,COMMERCIAL,0.93,True,LOCAL_DENSE
BNG-CEN-NODE-04,Bengaluru Central Zone 4,2017,12.965657998015942,77.5602685569751,22.96,2366.84,159.42,0.93,108.49,SUBURBAN,0.92,True,LOCAL_DENSE
BNG-CEN-NODE-04,Bengaluru Central Zone 4,2018,12.965088411748493,77.56016209353221,58.53,2801.9,154.89,1.0,301.08,SUBURBAN,0.95,True,LOCAL_DENSE
BNG-CEN-NODE-04,Bengaluru Central Zone 4,2019,12.96467826665046,77.5588123473587,28.26,2461.63,-51.73,1.0,136.15,SUBURBAN,0.93,True,LOCAL_DENSE
BNG-CEN-NODE-04,Bengaluru Central Zone 4,2020,12.965443969192993,77.5603891813596,16.89,2236.49,-40.24,0.7,77.54,SUBURBAN,0.91,True,LOCAL_DENSE
BNG-CEN-NODE-04,Bengaluru Central Zone 4,2021,12.965977094365579,77.55848518458846,30.82,2504.11,82.54,1.0,149.8,SUBURBAN,0.97,True,LOCAL_DENSE
BNG-CEN-NODE-04,Bengaluru Central Zone 4,2022,12.964631399175566,77.55859834036,32.91,2535.9,6.78,1.0,160.97,SUBURBAN,0.94,True,LOCAL_DENSE
BNG-CEN-NODE-04,Bengaluru Central Zone 4,2023,12.964801768465204,77.5598937298205,36.09,2580.63,9.64,1.0,178.04,SUBURBAN,0.96,True,LOCAL_DENSE
BNG-CEN-NODE-05,Bengaluru Central Zone 5,2000,12.992084758744953,77.61956092786632,2.4,849.52,0.0,0.22,47.02,RESIDENTIAL,0.9,True,LOCAL_DENSE
BNG-CEN-NODE-05,Bengaluru Central Zone 5,2001,12.991728487509667,77.61869513852294,2.52,857.55,4.96,0.26,49.58,RESIDENTIAL,0.95,True,LOCAL_DENSE
BNG-CEN-NODE-05,Bengaluru Central Zone 5,2002,12.991747485979609,77.61827663955516,2.57,860.8,1.9,0.27,50.62,RESIDENTIAL,0.94,True,LOCAL_DENSE
BNG-CEN-NODE-05,Bengaluru Central Zone 5,2003,12.990782887389845,77.61866274042158,2.58,861.48,0.36,0.27,50.83,RESIDENTIAL,0.95,True,LOCAL_DENSE
BNG-CEN-NODE-05,Bengaluru Central Zone 5,2004,12.991017320524543,77.61968558786754,3.13,894.15,21.58,0.42,62.96,RESIDENTIAL,0.95,True,LOCAL_DENSE
BNG-CEN-NODE-05,Bengaluru Central Zone 5,2005,12.991555439987282,77.61871890153975,2.67,867.81,-14.65,0.3,52.93,RESIDENTIAL,0.93,True,LOCAL_DENSE
BNG-CEN-NODE-05,Bengaluru Central Zone 5,2006,12.991589375158716,77.61889773641755,3.15,895.51,17.69,0.42,63.29,RESIDENTIAL,0.94,True,LOCAL_DENSE
BNG-CEN-NODE-05,Bengaluru Central Zone 5,2007,12.991733172573747,77.61904155490082,3.27,902.51,4.06,0.45,66.12,RESIDENTIAL,0.94,True,LOCAL_DENSE
BNG-CEN-NODE-05,Bengaluru Central Zone 5,2008,12.99226440015452,77.61804309689356,3.77,926.95,15.07,0.55,77.11,RESIDENTIAL,0.95,True,LOCAL_DENSE
BNG-CEN-NODE-05,Bengaluru Central Zone 5,2009,12.990914565007985,77.61968515571984,4.28,949.78,13.72,0.64,88.76,RESIDENTIAL,0.99,True,LOCAL_DENSE
BNG-CEN-NODE-05,Bengaluru Central Zone 5,2010,12.992615987555185,77.61960370771506,4.99,977.57,16.61,0.76,105.02,RESIDENTIAL,0.93,True,LOCAL_DENSE
BNG-CEN-NODE-05,Bengaluru Central Zone 5,2011,12.991958277202011,77.61818075046094,3.9,933.67,-21.99,0.57,80.05,RESIDENTIAL,0.95,True,LOCAL_DENSE
BNG-CEN-NODE-05,Bengaluru Central Zone 5,2012,12.990947009720683,77.6198741472973,3.06,891.08,-21.58,0.39,61.32,RESIDENTIAL,0.92,True,LOCAL_DENSE
BNG-CEN-NODE-05,Bengaluru Central Zone 5,2013,12.992405648745642,77.61854788105379,3.23,900.61,5.58,0.43,65.09,RESIDENTIAL,0.94,True,LOCAL_DENSE
BNG-CEN-NODE-05,Bengaluru Central Zone 5,2014,12.992645498203741,77.61968089429868,16.0,1206.13,396.11,1.0,374.08,COMMERCIAL,0.94,True,LOCAL_DENSE
BNG-CEN-NODE-05,Bengaluru Central Zone 5,2015,12.992410353721807,77.61805561331936,5.27,989.5,-67.07,0.79,111.47,RESIDENTIAL,0.93,True,LOCAL_DENSE
BNG-CEN-NODE-05,Bengaluru Central Zone 5,2016,12.990777379493709,77.61854521640201,3.29,904.33,-37.53,0.45,66.56,RESIDENTIAL,0.95,True,LOCAL_DENSE
BNG-CEN-NODE-05,Bengaluru Central Zone 5,2017,12.991196487407613,77.61958298273694,3.35,907.31,1.67,0.46,67.79,RESIDENTIAL,0.91,True,LOCAL_DENSE
BNG-CEN-NODE-05,Bengaluru Central Zone 5,2018,12.991456301035774,77.61815364558811,8.89,1091.85,165.7,1.0,197.66,COMMERCIAL,0.91,True,LOCAL_DENSE
BNG-CEN-NODE-05,Bengaluru Central Zone 5,2019,12.992566269944904,77.6183432452481,111.67,1681.88,1155.59,1.0,3088.35,COMMERCIAL,0.92,True,LOCAL_DENSE
BNG-CEN-NODE-05,Bengaluru Central Zone 5,2020,12.991926444963742,77.61983733779256,5.32,992.45,-95.24,0.79,112.69,RESIDENTIAL,0.96,True,LOCAL_DENSE
BNG-CEN-NODE-05,Bengaluru Central Zone 5,2021,12.991688642243421,77.61828539097459,5.16,986.72,-3.07,0.77,108.91,RESIDENTIAL,0.9,True,LOCAL_DENSE
BNG-CEN-NODE-05,Bengaluru Central Zone 5,2022,12.990854292008141,77.61843566740298,3.66,923.46,-29.03,0.52,74.77,RESIDENTIAL,0.95,True,LOCAL_DENSE
BNG-CEN-NODE-05,Bengaluru Central Zone 5,2023,12.992229095808371,77.61801042479408,8.51,1085.43,132.56,1.0,188.57,COMMERCIAL,0.94,True,LOCAL_DENSE
BNG-CEN-NODE-06,Bengaluru Central Zone 6,2000,12.937822117060115,77.60345660421369,9.3,368.96,0.0,0.19,10.02,INDUSTRIAL,0.92,True,LOCAL_DENSE
BNG-CEN-NODE-06,Bengaluru Central Zone 6,2001,12.937021279710747,77.60262416867123,9.56,370.96,2.79,0.21,10.33,INDUSTRIAL,0.95,True,LOCAL_DENSE
BNG-CEN-NODE-06,Bengaluru Central Zone 6,2002,12.93767024894312,77.60212528342488,9.64,371.63,0.9,0.22,10.43,INDUSTRIAL,0.98,True,LOCAL_DENSE
BNG-CEN-NODE-06,Bengaluru Central Zone 6,2003,12.937325343955381,77.60304647204552,10.17,375.48,5.42,0.26,11.06,INDUSTRIAL,0.94,True,LOCAL_DENSE
BNG-CEN-NODE-06,Bengaluru Central Zone 6,2004,12.936801746635354,77.60215522567981,12.57,390.84,23.62,0.41,13.95,INDUSTRIAL,0.96,True,LOCAL_DENSE
BNG-CEN-NODE-06,Bengaluru Central Zone 6,2005,12.937340144085779,77.60265436127894,13.55,396.49,7.79,0.47,15.14,INDUSTRIAL,0.92,True,LOCAL_DENSE
BNG-CEN-NODE-06,Bengaluru Central Zone 6,2006,12.936219177072337,77.60350556238907,11.14,382.26,-17.8,0.32,12.22,INDUSTRIAL,0.97,True,LOCAL_DENSE
BNG-CEN-NODE-06,Bengaluru Central Zone 6,2007,12.936477427296518,77.60197997545906,36.1,470.15,224.19,1.0,43.98,INDUSTRIAL,0.95,True,LOCAL_DENSE
BNG-CEN-NODE-06,Bengaluru Central Zone 6,2008,12.937832026802306,77.60206986480392,14.42,401.67,-60.05,0.51,16.22,INDUSTRIAL,0.95,True,LOCAL_DENSE
BNG-CEN-NODE-06,Bengaluru Central Zone 6,2009,12.936029186228204,77.60290857533441,11.76,386.41,-18.47,0.36,12.97,INDUSTRIAL,0.93,True,LOCAL_DENSE
BNG-CEN-NODE-06,Bengaluru Central Zone 6,2010,12.936793677945357,77.60226204328997,19.43,424.84,65.2,0.73,22.48,INDUSTRIAL,0.95,True,LOCAL_DENSE
BNG-CEN-NODE-06,Bengaluru Central Zone 6,2011,12.93668912534603,77.60314005215439,18.94,423.08,-2.51,0.71,21.87,INDUSTRIAL,0.98,True,LOCAL_DENSE
BNG-CEN-NODE-06,Bengaluru Central Zone 6,2012,12.9369907417618,77.60307871118124,14.86,404.33,-21.55,0.53,16.77,INDUSTRIAL,0.98,True,LOCAL_DENSE
BNG-CEN-NODE-06,Bengaluru Central Zone 6,2013,12.937829381651948,77.60282634041083,21.16,432.27,42.43,0.79,24.7,INDUSTRIAL,0.97,True,LOCAL_DENSE
BNG-CEN-NODE-06,Bengaluru Central Zone 6,2014,12.937279696459502,77.60187935744729,15.31,406.8,-27.64,0.55,17.33,INDUSTRIAL,0.91,True,LOCAL_DENSE
BNG-CEN-NODE-06,Bengaluru Central Zone 6,2015,12.936505712613803,77.60264859843501,12.74,392.65,-16.77,0.42,14.17,INDUSTRIAL,0.93,True,LOCAL_DENSE
BNG-CEN-NODE-06,Bengaluru Central Zone 6,2016,12.936982648941479,77.60262758843837,23.22,440.35,82.19,0.85,27.35,INDUSTRIAL,0.95,True,LOCAL_DENSE
BNG-CEN-NODE-06,Bengaluru Central Zone 6,2017,12.937373362986786,77.60350018654499,17.89,419.29,-22.95,0.66,20.56,INDUSTRIAL,0.93,True,LOCAL_DENSE
BNG-CEN-NODE-06,Bengaluru Central Zone 6,2018,12.937755056429884,77.60293814370357,15.73,409.11,-12.07,0.57,17.86,INDUSTRIAL,0.97,True,LOCAL_DENSE
BNG-CEN-NODE-06,Bengaluru Central Zone 6,2019,12.937796458052855,77.60270208833334,16.74,414.12,6.45,0.61,19.12,INDUSTRIAL,0.95,True,LOCAL_DENSE
BNG-CEN-NODE-06,Bengaluru Central Zone 6,2020,12.937284668401581,77.60235337805995,33.9,473.26,102.47,1.0,41.4,INDUSTRIAL,0.97,True,LOCAL_DENSE
BNG-CEN-NODE-06,Bengaluru Central Zone 6,2021,12.937626377436992,77.60222423223351,127.47,600.2,276.0,1.0,175.5,INDUSTRIAL,0.96,True,LOCAL_DENSE
BNG-CEN-NODE-06,Bengaluru Central Zone 6,2022,12.936088122426819,77.6027098091463,21.81,435.84,-82.89,0.8,25.56,INDUSTRIAL,0.98,True,LOCAL_DENSE
BNG-CEN-NODE-06,Bengaluru Central Zone 6,2023,12.936567832978819,77.60243926943012,21.05,432.95,-3.5,0.77,24.58,INDUSTRIAL,0.97,True,LOCAL_DENSE
BNG-CEN-NODE-07,Bengaluru Central Zone 7,2000,12.959098748378548,77.61234975900469,5.74,1505.41,0.0,0.26,44.03,COMMERCIAL,0.92,True,LOCAL_DENSE
BNG-CEN-NODE-07,Bengaluru Central Zone 7,2001,12.95902427819914,77.61211062434212,5.92,1514.41,3.08,0.28,45.53,COMMERCIAL,0.96,True,LOCAL_DENSE
